"","gene","p.val","rank"
"2278","1947937",0.00770490874343822,2.11323250067767
"2279","2896124",0.00770813408847935,2.11305073908922
"2280","2556637",0.00771724414165085,2.11253776025353
"2281","2965139",0.00772666951751816,2.11200766285367
"2282","2790324",0.00773264986977914,2.11167165399697
"2283","2917137",0.00773412704875586,2.11158869803482
"2284","2847277",0.00774151024381686,2.11117430720148
"2285","24044",0.00775140940973547,2.11061932417502
"2286","2728262",0.00777284758700443,2.10941984802485
"2287","2849392",0.00777427052221578,2.10934035124509
"2288","2869775",0.00778149341677025,2.10893704562974
"2289","2856545",0.00778870449167024,2.10853477325273
"2290","2761557",0.00779260398049021,2.10831739401078
"2291","2854876",0.00779538103145565,2.10816265201917
"2292","2925889",0.00780321209416374,2.1077265886409
"2293","2777405",0.00780504171451309,2.10762477148248
"2294","2855793",0.00781250428759883,2.10720973130163
"2295","2761017",0.00781267172322577,2.10720042371126
"2296","11870",0.00781715652130035,2.10695119216767
"2297","2985777",0.00781805449426062,2.10690130672621
"2298","2850445",0.00782124777890517,2.10672395534629
"2299","2847132",0.00784141124329746,2.10560576894553
"2300","1838814",0.0078425026305208,2.10554532695977
"2301","2871112",0.00785167681824128,2.10503758463788
"2302","2769699",0.00786014285878033,2.10456956054887
"2303","1947400",0.00790505768982814,2.10209495630956
"2304","2871713",0.00793841397658799,2.10026625702121
"2305","2872191",0.00795158545506799,2.09954626936393
"2306","2415253",0.00796026644515285,2.09907239536246
"2307","2901230",0.0079611416756306,2.09902464735369
"2308","2806096",0.00796186975610452,2.09898493108095
"2309","2865744",0.00798697190554939,2.09761784321074
"2310","2856353",0.00799202516528278,2.09734315727379
"2311","2857162",0.00799644302299253,2.0971031528842
"2312","1835874",0.00801193736372634,2.09626245462239
"2313","1775542",0.00804921626590449,2.09424640385114
"2314","2129443",0.0080494548758525,2.09423352987131
"2315","2759812",0.00807666097219849,2.09276814678236
"2316","2891374",0.0081049633777308,2.09124894317023
"2317","2856293",0.00812699650579821,2.09006992697202
"2318","2765928",0.00812811776505181,2.09001001269529
"2319","2850543",0.00812911449372359,2.08995675962542
"2320","1743199",0.00815320605359938,2.08867158173946
"2321","2851576",0.00815941523969795,2.08834096468638
"2322","2752968",0.00816114317834428,2.08824900285484
"2323","2857279",0.00816170802192394,2.08821894579595
"2324","2834472",0.00816786329362391,2.08789153969216
"2325","2774491",0.00817996709269816,2.08724844345439
"2326","2914693",0.00819074880523983,2.08667639285276
"2327","2325373",0.00820020796379389,2.08617513342325
"2328","2891196",0.0082143507732981,2.08542675562711
"2329","2862691",0.00821705521376589,2.08528379481373
"2330","1654279",0.00821812447883949,2.08522728482352
"2331","2911397",0.00822270449782106,2.08498531685159
"2332","2866326",0.00822844429394244,2.08468226666154
"2333","2850956",0.00825380377982627,2.08334585994996
"2334","2758985",0.00825467981611394,2.08329976756069
"2335","2915582",0.00825868367158226,2.08308916814264
"2336","2868407",0.00828159086842935,2.0818862285514
"2337","2835896",0.00829353695618837,2.08126021577523
"2338","2773692",0.00830093786842112,2.08087283677218
"2339","2853638",0.0083156468710865,2.08010396152368
"2340","2761010",0.00832174280573679,2.07978571077034
"2341","2902523",0.00833160827895719,2.07927115714562
"2342","2865863",0.00836419842493319,2.07757567290944
"2343","2844130",0.0083996006938927,2.07574135924299
"2344","2896717",0.0084068275447264,2.07536786148517
"2345","2764563",0.00842838057272248,2.07425586261048
"2346","2851694",0.00843288197940576,2.0740239777058
"2347","2857697",0.00847727314994964,2.07174382302357
"2348","799530",0.00849291166572624,2.07094339296306
"2349","2850042",0.00850565938299837,2.07029201299822
"2350","2782732",0.00850705463029388,2.07022077824964
"2351","280372",0.00852637632696267,2.06923550289737
"2352","2636017",0.00855330656295904,2.06786596194545
"2353","79868",0.00856217410646954,2.06741594530454
"2354","2785779",0.00858079990696336,2.06647222508981
"2355","2871746",0.00858851185083839,2.06608208075064
"2356","2775677",0.00860033852893755,2.06548445359876
"2357","2282738",0.00860316985690934,2.06534150251017
"2358","2137032",0.00860322134693137,2.06533890326293
"2359","2851066",0.0086132242240763,2.0648342468496
"2360","2852072",0.00861571263098682,2.06470879495358
"2361","778809",0.00861683412166608,2.0646522673583
"2362","2852050",0.00862015549271771,2.06448490018222
"2363","2842087",0.00863006470104009,2.06398594829414
"2364","2870638",0.00864857961011748,2.06305521255144
"2365","2804004",0.0086528870779151,2.06283896388677
"2366","2894580",0.00866027059877567,2.06246853780724
"2367","2849431",0.00868967085698667,2.06099667322931
"2368","2871263",0.00869837729136826,2.06056175877627
"2369","2986374",0.00871156395066643,2.05990387091973
